date	index
2017-08-22	2.99043
2017-08-23	3.82775
2017-08-24	3.34928
2017-08-25	2.75119
2017-08-26	3.70813
2017-08-27	7.53588
2017-08-28	6.22009
2017-08-29	9.44976
2017-08-30	14.95215
2017-08-31	9.80861
2017-09-01	7.53588
2017-09-02	11.36363
2017-09-03	8.73205
2017-09-04	10.52631
2017-09-05	13.99521
2017-09-06	12.20095
2017-09-07	11.36363
2017-09-08	8.97129
2017-09-09	9.33014
2017-09-10	10.16746
2017-09-11	13.75598
2017-09-12	12.79904
2017-09-13	14.5933
2017-09-14	11.72248
2017-09-15	12.91866
2017-09-16	11.48325
2017-09-17	15.78947
2017-09-18	13.51674
2017-09-19	11.96172
2017-09-20	15.66985
2017-09-21	15.55023
2017-09-22	12.44019
2017-09-23	12.67942
2017-09-24	14.95215
2017-09-25	12.20095
2017-09-26	10.88516
2017-09-27	15.311
2017-09-28	14.83253
2017-09-29	12.91866
2017-09-30	16.86602
2017-10-01	15.43062
2017-10-02	14.11483
2017-10-03	13.51674
2017-10-04	12.44019
2017-10-05	18.89952
2017-10-06	24.04306
2017-10-07	20.81339
2017-10-08	16.62679
2017-10-09	17.70334
2017-10-10	17.94258
2017-10-11	26.31578
2017-10-12	47.48803
2017-10-13	49.52153
2017-10-14	46.65071
2017-10-15	56.93779
2017-10-16	53.46889
2017-10-17	52.99043
2017-10-18	63.03827
2017-10-19	44.13875
2017-10-20	36.36363
2017-10-21	36.36363
2017-10-22	41.14832
2017-10-23	47.12918
2017-10-24	47.72727
2017-10-25	48.68421
2017-10-26	47.60765
2017-10-27	37.91866
2017-10-28	37.32057
2017-10-29	45.21531
2017-10-30	72.84688
2017-10-31	61.8421
2017-11-01	51.67464
2017-11-02	41.38755
2017-11-03	40.55023
2017-11-04	49.64114
2017-11-05	50.11961
2017-11-06	53.94736
2017-11-07	45.21531
2017-11-08	44.4976
2017-11-09	36.00478
2017-11-10	34.80861
2017-11-11	28.22966
2017-11-12	33.3732
2017-11-13	34.92822
2017-11-14	34.0909
2017-11-15	36.1244
2017-11-16	27.03349
2017-11-17	24.28229
2017-11-18	27.27272
2017-11-19	24.88038
2017-11-20	29.42583
2017-11-21	25.7177
2017-11-22	26.19617
2017-11-23	21.05263
2017-11-24	18.54066
2017-11-25	19.37799
2017-11-26	17.70334
2017-11-27	19.61722
2017-11-28	18.18181
2017-11-29	18.54066
2017-11-30	15.66985
2017-12-01	18.42105
2017-12-02	13.39712
2017-12-03	15.43062
2017-12-04	15.78947
2017-12-05	16.62679
2017-12-06	16.74641
2017-12-07	15.66985
2017-12-08	17.22488
2017-12-09	18.0622
2017-12-10	18.7799
2017-12-11	19.13875
2017-12-12	17.82296
2017-12-13	13.63636
2017-12-14	13.87559
2017-12-15	9.56937
2017-12-16	12.91866
2017-12-17	14.83253
2017-12-18	15.55023
2017-12-19	12.44019
2017-12-20	13.87559
2017-12-21	11.00478
2017-12-22	9.80861
2017-12-23	10.76555
2017-12-24	11.00478
2017-12-25	11.1244
2017-12-26	13.51674
2017-12-27	11.8421
2017-12-28	11.96172
2017-12-29	10.04784
2017-12-30	11.8421
2017-12-31	11.8421
2018-01-01	9.33014
2018-01-02	9.0909
2018-01-03	13.27751
2018-01-04	14.5933
2018-01-05	11.1244
2018-01-06	13.99521
2018-01-07	13.27751
2018-01-08	15.78947
2018-01-09	12.32057
2018-01-10	16.74641
2018-01-11	14.23444
2018-01-12	10.88516
2018-01-13	10.16746
2018-01-14	13.39712
2018-01-15	13.63636
2018-01-16	14.11483
2018-01-17	10.76555
2018-01-18	13.87559
2018-01-19	12.20095
2018-01-20	12.32057
2018-01-21	15.90909
2018-01-22	14.23444
2018-01-23	15.07177
2018-01-24	17.70334
2018-01-25	10.04784
2018-01-26	13.99521
2018-01-27	12.44019
2018-01-28	12.79904
2018-01-29	14.35406
2018-01-30	14.23444
2018-01-31	16.26794
2018-02-01	17.22488
2018-02-02	15.43062
2018-02-03	14.23444
2018-02-04	18.54066
2018-02-05	19.01913
2018-02-06	15.55023
2018-02-07	16.38755
2018-02-08	11.96172
2018-02-09	14.5933
2018-02-10	12.79904
2018-02-11	14.95215
2018-02-12	11.60287
2018-02-13	14.11483
2018-02-14	12.67942
2018-02-15	11.1244
2018-02-16	10.88516
